x1,x2,models,n,dist
-0.0226738707250861,0.236091188204186,OLS,1000,chisq
-0.0664538653970457,0.586250449332428,ologit,1000,chisq
-0.0447776778965902,0.325832091668239,oprobit,1000,chisq
-0.0813190870129205,0.244547556293337,KS,1000,chisq
-0.02,0.24,KDE,1000,chisq
-0.115047570450796,0.234856316281953,OLS,1000,chisq
-0.189051638601219,0.536742473921771,ologit,1000,chisq
-0.116526284897458,0.300169283704456,oprobit,1000,chisq
-0.0969271548174878,0.241260059542039,KS,1000,chisq
-0.12,0.23,KDE,1000,chisq
-0.039109938148476,0.217069953478384,OLS,1000,chisq
-0.0704535157109137,0.533317836865619,ologit,1000,chisq
-0.0405319729680716,0.302354790955093,oprobit,1000,chisq
-0.0560238183741198,0.218235456677564,KS,1000,chisq
-0.0400000000000555,0.219999999999945,KDE,1000,chisq
-0.087508344023522,0.247636530980401,OLS,1000,chisq
-0.178095059943944,0.562739245584372,ologit,1000,chisq
-0.105648215397303,0.305868175453375,oprobit,1000,chisq
-0.0501201308519376,0.275224025294476,KS,1000,chisq
-0.0899999999999445,0.249999999999945,KDE,1000,chisq
-0.0879657531029999,0.182715314800593,OLS,1000,chisq
-0.217046479083435,0.482268833417699,ologit,1000,chisq
-0.112302346292319,0.262302690371088,oprobit,1000,chisq
-0.0399803856413432,0.226265064066386,KS,1000,chisq
-0.09,0.18,KDE,1000,chisq
-0.0712126947304527,0.22522532925364,OLS,1000,chisq
-0.164450930489741,0.570027539413962,ologit,1000,chisq
-0.0953198879171152,0.31476668097035,oprobit,1000,chisq
-0.123601562632236,0.211947512584926,KS,1000,chisq
-0.07,0.229999999999889,KDE,1000,chisq
-0.0434015448020662,0.173331146260521,OLS,1000,chisq
-0.085559102797562,0.451047585868857,ologit,1000,chisq
-0.0488085144772257,0.247989112498038,oprobit,1000,chisq
-0.00996717518838254,0.195814965245522,KS,1000,chisq
-0.0399999999999445,0.170000000000056,KDE,1000,chisq
-0.0467852911239513,0.230579862689911,OLS,1000,chisq
-0.103811619425037,0.536081322348689,ologit,1000,chisq
-0.0567581777346115,0.304499056961393,oprobit,1000,chisq
0.00388855154380944,0.237303681701679,KS,1000,chisq
-0.05,0.230000000000056,KDE,1000,chisq
-0.00699992001291953,0.33209923820753,OLS,1000,chisq
-0.0308668346456713,0.702877572917665,ologit,1000,chisq
-0.0113320767448056,0.393972621353982,oprobit,1000,chisq
0.025116478690444,0.32980418119585,KS,1000,chisq
-0.00999999999988898,0.33,KDE,1000,chisq
-0.0311972610721728,0.252910746336373,OLS,1000,chisq
-0.0290256696409903,0.586538995492072,ologit,1000,chisq
-0.028539465586833,0.328934839071756,oprobit,1000,chisq
0.00981567031754255,0.253781512951065,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.0672900848335124,0.231618693302198,OLS,1000,chisq
-0.124908332000355,0.503390569195492,ologit,1000,chisq
-0.0700865277332756,0.285171609678863,oprobit,1000,chisq
-0.0312969890881153,0.237429119648704,KS,1000,chisq
-0.07,0.229999999999989,KDE,1000,chisq
-0.0455668134334018,0.284692431733048,OLS,1000,chisq
-0.117783338107616,0.618708850733626,ologit,1000,chisq
-0.0604258883036726,0.354114534980053,oprobit,1000,chisq
-0.0104765052912385,0.286197912193569,KS,1000,chisq
-0.0499999999999445,0.279999999999945,KDE,1000,chisq
-0.0314864384048838,0.224518592396271,OLS,1000,chisq
-0.0708642128336955,0.478944147650985,ologit,1000,chisq
-0.0421970882601616,0.263269353210436,oprobit,1000,chisq
0.0045427565083862,0.225041457658198,KS,1000,chisq
-0.03,0.220000000000056,KDE,1000,chisq
0.0476265267910751,0.319784913152379,OLS,1000,chisq
0.114831230991728,0.635006589839596,ologit,1000,chisq
0.0705297851795675,0.367835522954572,oprobit,1000,chisq
-0.00587963466578726,0.336591757458267,KS,1000,chisq
0.05,0.32,KDE,1000,chisq
-0.0697193184229616,0.239494660236824,OLS,1000,chisq
-0.0856359593314297,0.524639347988956,ologit,1000,chisq
-0.054125868327122,0.297341753770903,oprobit,1000,chisq
-0.00851736752558263,0.250172743101657,KS,1000,chisq
-0.07,0.239999999999945,KDE,1000,chisq
-0.0179353292275223,0.210550706451222,OLS,1000,chisq
-0.0593738577263222,0.524276661770016,ologit,1000,chisq
-0.0316802586416241,0.292851166879477,oprobit,1000,chisq
-0.108176560653019,0.187772432919125,KS,1000,chisq
-0.0200000000000555,0.21,KDE,1000,chisq
-0.0470165747331416,0.236807339623201,OLS,1000,chisq
-0.110848423194407,0.572826515535073,ologit,1000,chisq
-0.0617662199452036,0.320424378573048,oprobit,1000,chisq
0.0322417132628554,0.24723202306569,KS,1000,chisq
-0.05,0.239999999999945,KDE,1000,chisq
0.0187057973832996,0.245526941045444,OLS,1000,chisq
0.00512828987044941,0.525383481228751,ologit,1000,chisq
0.00811667788476778,0.301312477439192,oprobit,1000,chisq
-0.0798825127017343,0.246057784531297,KS,1000,chisq
0.0199999999999445,0.25,KDE,1000,chisq
-0.0388420251707506,0.284804822543797,OLS,1000,chisq
-0.0846808318401603,0.671830165139808,ologit,1000,chisq
-0.0568090100039946,0.374035351777114,oprobit,1000,chisq
-0.0380075188119416,0.280312097997367,KS,1000,chisq
-0.0400000000000555,0.28,KDE,1000,chisq
-0.0193693130283435,0.23641976146457,OLS,1000,chisq
-0.0102519839393055,0.496027429077469,ologit,1000,chisq
-0.0102618455714484,0.273795850638461,oprobit,1000,chisq
-0.0488876265717758,0.237315516515194,KS,1000,chisq
-0.0199999999998335,0.240000000000056,KDE,1000,chisq
0.00675210831412744,0.26725927364578,OLS,1000,chisq
0.0438535546108974,0.616022806631727,ologit,1000,chisq
0.0231666607121457,0.343691463719844,oprobit,1000,chisq
0.0608097665143322,0.265466874245921,KS,1000,chisq
0.01,0.27,KDE,1000,chisq
-0.0154465684604689,0.310763859900397,OLS,1000,chisq
-0.0474403049976461,0.69809972517105,ologit,1000,chisq
-0.0218551713298141,0.384626537500907,oprobit,1000,chisq
-0.0513174390158792,0.304461900663951,KS,1000,chisq
-0.02,0.31,KDE,1000,chisq
-0.030451872211421,0.259980996459647,OLS,1000,chisq
-0.027580544646005,0.573635421988813,ologit,1000,chisq
-0.0110948993690468,0.322144619556825,oprobit,1000,chisq
-0.0186128541418028,0.261960492108043,KS,1000,chisq
-0.03,0.26,KDE,1000,chisq
-0.0305282361846672,0.238243309787739,OLS,1000,chisq
-0.0893429861995286,0.671371044775034,ologit,1000,chisq
-0.0504626805497814,0.349063144512502,oprobit,1000,chisq
-0.0140201850789377,0.242385591245578,KS,1000,chisq
-0.0300000000000111,0.24,KDE,1000,chisq
-0.00134788142351228,0.301005962756076,OLS,1000,chisq
0.0106948636383478,0.695791208542438,ologit,1000,chisq
0.00651855583091926,0.38761013026054,oprobit,1000,chisq
0.0267496270993751,0.300986659285466,KS,1000,chisq
0,0.3,KDE,1000,chisq
-0.0451850053195608,0.214287352334575,OLS,1000,chisq
-0.110021932512028,0.579359962848098,ologit,1000,chisq
-0.0579200851505918,0.311540024186558,oprobit,1000,chisq
0.0216282678850579,0.233778127205846,KS,1000,chisq
-0.05,0.21,KDE,1000,chisq
0.0189207220808545,0.273366432304725,OLS,1000,chisq
0.0684907165777432,0.622492695351553,ologit,1000,chisq
0.0289031600458126,0.342292647245547,oprobit,1000,chisq
-0.05445605345084,0.272070478485769,KS,1000,chisq
0.02,0.27,KDE,1000,chisq
0.0197888895399863,0.294075609236493,OLS,1000,chisq
-0.0162122607137733,0.585570216044142,ologit,1000,chisq
0.00673127388843955,0.335210223593084,oprobit,1000,chisq
-0.0127711879763542,0.292990518719697,KS,1000,chisq
0.02,0.29,KDE,1000,chisq
-0.0385023609134041,0.257786799487544,OLS,1000,chisq
-0.106761012563552,0.539398110964131,ologit,1000,chisq
-0.0535640242083181,0.294161855868858,oprobit,1000,chisq
-0.0377161873005434,0.260331040329407,KS,1000,chisq
-0.0400000000000555,0.259999999999945,KDE,1000,chisq
-0.112605728614136,0.317630588350835,OLS,1000,chisq
-0.213802905102644,0.690618481807939,ologit,1000,chisq
-0.132066856038966,0.387238156900386,oprobit,1000,chisq
-0.16373666941549,0.30003253482704,KS,1000,chisq
-0.11,0.32,KDE,1000,chisq
0.0135449090482434,0.274436498720976,OLS,1000,chisq
0.0478108579338825,0.539018660544851,ologit,1000,chisq
0.0248860202766021,0.30975875279918,oprobit,1000,chisq
-0.0454000383826768,0.271572530768452,KS,1000,chisq
0.01,0.27,KDE,1000,chisq
-0.0206614205982709,0.262191457616588,OLS,1000,chisq
-0.0423639355500075,0.609863962515503,ologit,1000,chisq
-0.0239766882219665,0.331450146459415,oprobit,1000,chisq
-0.00920038835315654,0.260293713265693,KS,1000,chisq
-0.0200000000000555,0.259999999999945,KDE,1000,chisq
-0.0761691681978777,0.308815062711144,OLS,1000,chisq
-0.117073650281143,0.690733263857116,ologit,1000,chisq
-0.0772020107793377,0.394713832444601,oprobit,1000,chisq
-0.107138838439082,0.306231544041902,KS,1000,chisq
-0.08,0.310000000000056,KDE,1000,chisq
-0.00608936733457017,0.223275504166148,OLS,1000,chisq
-0.00895370199573151,0.538134361331786,ologit,1000,chisq
-0.00153684171855765,0.3007587170832,oprobit,1000,chisq
0.0433464338044049,0.222978433905332,KS,1000,chisq
-0.01,0.22,KDE,1000,chisq
-0.0324085855019043,0.254453881991586,OLS,1000,chisq
-0.077634560937695,0.605348092062982,ologit,1000,chisq
-0.042665317750961,0.323380126111643,oprobit,1000,chisq
-0.0726498476756336,0.242035007915146,KS,1000,chisq
-0.0299999999999445,0.250000000000056,KDE,1000,chisq
-0.0204311728442888,0.194981554868057,OLS,1000,chisq
-0.0777127390186285,0.469167067100969,ologit,1000,chisq
-0.0378028034795384,0.254156745132155,oprobit,1000,chisq
0.0114052598096917,0.191612723888141,KS,1000,chisq
-0.02,0.190000000000056,KDE,1000,chisq
-0.041746754144492,0.218984088608632,OLS,1000,chisq
-0.0718979495322984,0.531659622463066,ologit,1000,chisq
-0.0492803825963574,0.285444414505227,oprobit,1000,chisq
-0.0326006360462115,0.221089482859432,KS,1000,chisq
-0.04,0.22,KDE,1000,chisq
-0.0348978521652302,0.246356655815432,OLS,1000,chisq
-0.0413716827994096,0.576717076293873,ologit,1000,chisq
-0.0189501060143441,0.31866996273364,oprobit,1000,chisq
-0.0259768027247297,0.250595069424862,KS,1000,chisq
-0.03,0.250000000000056,KDE,1000,chisq
-0.0726488697144459,0.197317917069449,OLS,1000,chisq
-0.176553510306512,0.500050386179324,ologit,1000,chisq
-0.0910445976863023,0.270139686616529,oprobit,1000,chisq
-0.0103150518854864,0.219803365638527,KS,1000,chisq
-0.0699999999999445,0.2,KDE,1000,chisq
-0.0667048560567113,0.311899441198241,OLS,1000,chisq
-0.112759704899022,0.691943220851868,ologit,1000,chisq
-0.0713141612288332,0.394256482572846,oprobit,1000,chisq
-0.0618122038956477,0.312059432341033,KS,1000,chisq
-0.0699999999999996,0.31,KDE,1000,chisq
-0.0591143392086647,0.254343709470166,OLS,1000,chisq
-0.0966421761592734,0.550988083169716,ologit,1000,chisq
-0.0562463758208471,0.306675515894572,oprobit,1000,chisq
-0.00760703984536268,0.260425033975696,KS,1000,chisq
-0.0599999999999445,0.25,KDE,1000,chisq
0.0609788794979497,0.220301856804537,OLS,1000,chisq
0.100970999060605,0.486182379770344,ologit,1000,chisq
0.0529042375474163,0.266419317756927,oprobit,1000,chisq
0.0716058890461902,0.21619058674879,KS,1000,chisq
0.06,0.22,KDE,1000,chisq
-0.030470148245008,0.25038075796607,OLS,1000,chisq
-0.0958945012010365,0.56376862582917,ologit,1000,chisq
-0.0543044169969005,0.314740887505218,oprobit,1000,chisq
-0.0117784768605602,0.252001818152938,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.0600366039064379,0.22455610404381,OLS,1000,chisq
-0.109648627219848,0.488519553489477,ologit,1000,chisq
-0.0733342403959525,0.285559682630088,oprobit,1000,chisq
-0.0491915033008323,0.222987462346791,KS,1000,chisq
-0.06,0.22,KDE,1000,chisq
0.00513425121339811,0.217998935930353,OLS,1000,chisq
-0.0087708741247755,0.533051996001033,ologit,1000,chisq
0.00309506008951726,0.29396115790056,oprobit,1000,chisq
-0.0107321237180994,0.220702204171838,KS,1000,chisq
0.01,0.22,KDE,1000,chisq
-0.053836966794093,0.187513714031222,OLS,1000,chisq
-0.10409551001941,0.439933647668557,ologit,1000,chisq
-0.0563338481621489,0.235631900319307,oprobit,1000,chisq
-0.0620282963153176,0.185815369484461,KS,1000,chisq
-0.05,0.19,KDE,1000,chisq
0.0018218494540889,0.182287486344877,OLS,1000,chisq
-0.0138522790261846,0.389816076803384,ologit,1000,chisq
-0.00295918407750888,0.218358414706878,oprobit,1000,chisq
-0.0230701911935029,0.176158822278233,KS,1000,chisq
0,0.18,KDE,1000,chisq
0.0488065124106906,0.243707282958138,OLS,1000,chisq
0.0467777993461573,0.597553820415889,ologit,1000,chisq
0.0431806038950888,0.327609240584824,oprobit,1000,chisq
0.0562504093452094,0.238499657921785,KS,1000,chisq
0.05,0.24,KDE,1000,chisq
-0.0490514007027749,0.329151532599877,OLS,1000,chisq
-0.101295198546123,0.690090963365431,ologit,1000,chisq
-0.0509647294835282,0.385835587952295,oprobit,1000,chisq
0.0423266015648195,0.33744068192587,KS,1000,chisq
-0.0499999999999889,0.329999999999967,KDE,1000,chisq
-0.0382047257160633,0.187797658073958,OLS,1000,chisq
-0.068071909735381,0.478443155674007,ologit,1000,chisq
-0.0359264821498907,0.257705160996712,oprobit,1000,chisq
-0.0190046670245186,0.191702535364605,KS,1000,chisq
-0.04,0.19,KDE,1000,chisq
-0.0755567944349989,0.322185691437179,OLS,1000,chisq
-0.177093462851879,0.689220010846622,ologit,1000,chisq
-0.0937802649748185,0.386803206734745,oprobit,1000,chisq
0.0216880083240427,0.336223794892101,KS,1000,chisq
-0.08,0.320000000000056,KDE,1000,chisq
-0.0600710218566431,0.242734239230605,OLS,1000,chisq
-0.137168664177414,0.557847946047074,ologit,1000,chisq
-0.0766184337395967,0.315176439833048,oprobit,1000,chisq
-0.0260029772198713,0.254977489711691,KS,1000,chisq
-0.06,0.24,KDE,1000,chisq
-0.0576655268090662,0.271631009539413,OLS,1000,chisq
-0.137549086457934,0.510568792835384,ologit,1000,chisq
-0.0768885166505385,0.299286416061809,oprobit,1000,chisq
-0.0215102816079775,0.272112960365029,KS,1000,chisq
-0.06,0.27,KDE,1000,chisq
-0.016276560823274,0.218408695417227,OLS,1000,chisq
-0.0510116007398973,0.523599718940938,ologit,1000,chisq
-0.0305617075965944,0.277957925091497,oprobit,1000,chisq
-0.0145391478102277,0.220586922231062,KS,1000,chisq
-0.02,0.22,KDE,1000,chisq
-0.0128412066190458,0.239375832489725,OLS,1000,chisq
-0.0421909139927132,0.564550481188731,ologit,1000,chisq
-0.0235918148103139,0.315262877251462,oprobit,1000,chisq
-0.0460423026887125,0.233449900005547,KS,1000,chisq
-0.0100000000000555,0.240000000000056,KDE,1000,chisq
-0.0521880894894612,0.174679098713894,OLS,1000,chisq
-0.141282651391653,0.430216079706888,ologit,1000,chisq
-0.0677915653201821,0.235678316877876,oprobit,1000,chisq
-0.0894642175339105,0.168987496406799,KS,1000,chisq
-0.05,0.17,KDE,1000,chisq
-0.0450827594164514,0.229413684670239,OLS,1000,chisq
-0.0783119759586207,0.562274933766464,ologit,1000,chisq
-0.0541560008688367,0.324352168457042,oprobit,1000,chisq
0.0377825452727024,0.248008989104812,KS,1000,chisq
-0.05,0.23,KDE,1000,chisq
-0.0704966289869388,0.219548852835761,OLS,1000,chisq
-0.135996268486779,0.574454937548425,ologit,1000,chisq
-0.0769799392131066,0.31259998336933,oprobit,1000,chisq
-0.136405747808511,0.202491366425209,KS,1000,chisq
-0.07,0.22,KDE,1000,chisq
-0.0263826231541247,0.272954786370508,OLS,1000,chisq
-0.0668738450079531,0.581401413021955,ologit,1000,chisq
-0.0313122046547266,0.328557680561459,oprobit,1000,chisq
0.0639131777068604,0.276349052536266,KS,1000,chisq
-0.0299999999999889,0.27,KDE,1000,chisq
-0.00987488311106603,0.204267848613633,OLS,1000,chisq
0.00170081220700004,0.530734808381832,ologit,1000,chisq
-0.00827325551671709,0.293790959427095,oprobit,1000,chisq
-0.0308747159903164,0.198170996534389,KS,1000,chisq
-0.01,0.2,KDE,1000,chisq
-0.0532521164889328,0.251019711599341,OLS,1000,chisq
-0.0967570851636984,0.551603871117935,ologit,1000,chisq
-0.0648970330483345,0.323034805615049,oprobit,1000,chisq
-0.0551711234219306,0.249029545844212,KS,1000,chisq
-0.0499999999999445,0.25,KDE,1000,chisq
-0.0283859135082953,0.254861102191125,OLS,1000,chisq
-0.0188353532218071,0.565975517620178,ologit,1000,chisq
-0.022099829708857,0.32194498069272,oprobit,1000,chisq
0.0138447827769356,0.253654851708779,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.0076496535131261,0.192601531840523,OLS,1000,chisq
-0.0214574924209554,0.527826184294846,ologit,1000,chisq
-0.0097994186335283,0.274425870441898,oprobit,1000,chisq
-0.0120754348567206,0.189924009045051,KS,1000,chisq
-0.01,0.190000000000222,KDE,1000,chisq
-0.0110114448490376,0.206344039291193,OLS,1000,chisq
-0.0514476622145602,0.516773051760759,ologit,1000,chisq
-0.0255028395835213,0.287504811697329,oprobit,1000,chisq
-0.00113686574011819,0.210046722630335,KS,1000,chisq
-0.01,0.21,KDE,1000,chisq
0.0298440577060809,0.216073171884327,OLS,1000,chisq
0.0321799574574027,0.461622120235884,ologit,1000,chisq
0.0239484935408078,0.256211552873772,oprobit,1000,chisq
-0.0120190754515701,0.224431781124426,KS,1000,chisq
0.03,0.220000000000011,KDE,1000,chisq
-0.0292600857722048,0.280077776984558,OLS,1000,chisq
-0.036879732562585,0.578392083552538,ologit,1000,chisq
-0.0288753679470209,0.321687712991924,oprobit,1000,chisq
0.00258372483817108,0.278860248501131,KS,1000,chisq
-0.0300000000000002,0.28,KDE,1000,chisq
-0.0835941916233629,0.25728253801862,OLS,1000,chisq
-0.136739224913857,0.544448212192873,ologit,1000,chisq
-0.0872502688671988,0.30358356570264,oprobit,1000,chisq
-0.0185780583407714,0.274803956139469,KS,1000,chisq
-0.08,0.26,KDE,1000,chisq
0.0440495519928467,0.281125595774488,OLS,1000,chisq
0.0263130694744044,0.558499185446921,ologit,1000,chisq
0.0289746068658948,0.324110772897014,oprobit,1000,chisq
0.0544276360827286,0.277811223079786,KS,1000,chisq
0.04,0.28,KDE,1000,chisq
0.0494349861630149,0.168455471172751,OLS,1000,chisq
0.0979291694621822,0.409024915673781,ologit,1000,chisq
0.0640305962810148,0.229899727035127,oprobit,1000,chisq
0.0341929005128106,0.172593388303992,KS,1000,chisq
0.05,0.170000000000056,KDE,1000,chisq
-0.00787070492869793,0.262028005154946,OLS,1000,chisq
-0.0364429997503175,0.654601340785105,ologit,1000,chisq
-0.0125472420185805,0.358539513243224,oprobit,1000,chisq
-0.0190188385949832,0.259513659802153,KS,1000,chisq
-0.01,0.26,KDE,1000,chisq
-0.0534417547646584,0.36759490412887,OLS,1000,chisq
-0.0847256131761864,0.768602162021127,ologit,1000,chisq
-0.0557188911256869,0.439350477011254,oprobit,1000,chisq
-0.0991932284681333,0.361834285026753,KS,1000,chisq
-0.05,0.37,KDE,1000,chisq
-0.0458221950194983,0.188708477263118,OLS,1000,chisq
-0.0735788550033821,0.412706996049472,ologit,1000,chisq
-0.0525485215144562,0.224976331447527,oprobit,1000,chisq
0.0616038461151485,0.197009033461466,KS,1000,chisq
-0.05,0.19,KDE,1000,chisq
-0.0307631252724674,0.254709720288206,OLS,1000,chisq
-0.043926230244679,0.571564473814513,ologit,1000,chisq
-0.0282081574170369,0.31939177548985,oprobit,1000,chisq
-0.0089514326917689,0.255821676869494,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.0596670207108125,0.251429575145547,OLS,1000,chisq
-0.101920342067388,0.585167942508471,ologit,1000,chisq
-0.0661839793872837,0.326791387657852,oprobit,1000,chisq
-0.107038558900367,0.236229318436568,KS,1000,chisq
-0.06,0.25,KDE,1000,chisq
-0.0347577566441901,0.214927793321253,OLS,1000,chisq
-0.0618849169754874,0.491673594048535,ologit,1000,chisq
-0.0393229086354512,0.266831301326382,oprobit,1000,chisq
0.000952582441908266,0.213747847229731,KS,1000,chisq
-0.0300000000000555,0.21,KDE,1000,chisq
-0.0404216686388463,0.284499075154471,OLS,1000,chisq
-0.0770206161157718,0.664897914052579,ologit,1000,chisq
-0.0561604210525958,0.365234539608218,oprobit,1000,chisq
0.0508465109857871,0.285761279212507,KS,1000,chisq
-0.04,0.28,KDE,1000,chisq
-0.0296889588069676,0.234355964265926,OLS,1000,chisq
-0.0609606472946953,0.521332315567783,ologit,1000,chisq
-0.0411269293374514,0.282430975834397,oprobit,1000,chisq
-0.0303963332646775,0.229941268731226,KS,1000,chisq
-0.03,0.23,KDE,1000,chisq
-0.058814211932896,0.195187870845123,OLS,1000,chisq
-0.128458025503091,0.479424520375474,ologit,1000,chisq
-0.0716578934589309,0.264683703898387,oprobit,1000,chisq
-0.0393191597980198,0.204696522453029,KS,1000,chisq
-0.06,0.2,KDE,1000,chisq
-0.0217557422443399,0.323137579398574,OLS,1000,chisq
-0.077881841701372,0.680840251018535,ologit,1000,chisq
-0.0329236878812523,0.381418947646178,oprobit,1000,chisq
-0.0821819056656861,0.316345240689149,KS,1000,chisq
-0.02,0.32,KDE,1000,chisq
-0.024122262279478,0.207100959460963,OLS,1000,chisq
-0.0845625469726997,0.544756789874625,ologit,1000,chisq
-0.0481007186422776,0.288051448714983,oprobit,1000,chisq
-0.0123578774352565,0.210733590913034,KS,1000,chisq
-0.0200000000000555,0.21,KDE,1000,chisq
-0.0132947040966654,0.217656338099296,OLS,1000,chisq
-0.063079737060126,0.500810221006059,ologit,1000,chisq
-0.029385979941817,0.273854511883343,oprobit,1000,chisq
-0.0448277851257513,0.220843510353634,KS,1000,chisq
-0.01,0.220000000000056,KDE,1000,chisq
-3.62416251500458e-05,0.190675898442369,OLS,1000,chisq
-0.0113999200712131,0.520807317395202,ologit,1000,chisq
0.00164717060169054,0.280538543198791,oprobit,1000,chisq
-0.0104821799373789,0.190817974884594,KS,1000,chisq
5.55111512312578e-14,0.19,KDE,1000,chisq
-0.0216395042459784,0.227414883528179,OLS,1000,chisq
-0.0301210516135733,0.521066907055576,ologit,1000,chisq
-0.0223642119597268,0.294994245899231,oprobit,1000,chisq
-0.0549998553088452,0.226088261609937,KS,1000,chisq
-0.02,0.23,KDE,1000,chisq
-0.0468842277303884,0.301168768453616,OLS,1000,chisq
-0.086162453168191,0.740809594004426,ologit,1000,chisq
-0.0486505732911206,0.396773814222724,oprobit,1000,chisq
-0.0413534300297658,0.301139385425134,KS,1000,chisq
-0.0500000000000555,0.3,KDE,1000,chisq
-0.0327091532997098,0.212741807953763,OLS,1000,chisq
-0.0784293533591838,0.490566085406336,ologit,1000,chisq
-0.0466393205853588,0.277184729025296,oprobit,1000,chisq
-0.0472932054647988,0.20585646868771,KS,1000,chisq
-0.03,0.21,KDE,1000,chisq
0.00860516885013607,0.257350262661464,OLS,1000,chisq
0.00726050654420118,0.513747885870941,ologit,1000,chisq
0.00396565886319855,0.291358449226072,oprobit,1000,chisq
0.0378840026316388,0.25586657458053,KS,1000,chisq
0.00999999999994449,0.260000000000056,KDE,1000,chisq
-0.0382558347765291,0.169758203787377,OLS,1000,chisq
-0.0924823718813509,0.42204867236715,ologit,1000,chisq
-0.0527591633022538,0.225697667996387,oprobit,1000,chisq
-0.00942968630353736,0.170426337551786,KS,1000,chisq
-0.04,0.17,KDE,1000,chisq
-0.033110565345279,0.249666066536174,OLS,1000,chisq
-0.0941318038523736,0.569587711246086,ologit,1000,chisq
-0.0422347232741422,0.320781819364628,oprobit,1000,chisq
-0.0218584928667808,0.250937850199553,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.0554420480507992,0.251189330292167,OLS,1000,chisq
-0.13097183875378,0.537471974693732,ologit,1000,chisq
-0.0811018590565194,0.296131569392907,oprobit,1000,chisq
-0.0939515249098597,0.25411749656965,KS,1000,chisq
-0.06,0.25,KDE,1000,chisq
0.0110139064034965,0.282113094950535,OLS,1000,chisq
-0.0422932826756901,0.689098736624484,ologit,1000,chisq
-0.0185596820361396,0.382574577529512,oprobit,1000,chisq
-0.0739802302005131,0.273527495040344,KS,1000,chisq
0.01,0.28,KDE,1000,chisq
-0.0688455656400212,0.27713672640004,OLS,1000,chisq
-0.12118410214177,0.563199065921726,ologit,1000,chisq
-0.0764229082480225,0.317726613104549,oprobit,1000,chisq
-0.107166308712956,0.269285849952084,KS,1000,chisq
-0.0700000000000555,0.28,KDE,1000,chisq
0.0300906594112435,0.235703718193072,OLS,1000,chisq
0.00192208553310354,0.544950806650875,ologit,1000,chisq
0.00811177441102515,0.311124952117845,oprobit,1000,chisq
-0.0978510933455219,0.233889834511075,KS,1000,chisq
0.03,0.24,KDE,1000,chisq
0.0310675469755622,0.265303554058934,OLS,1000,chisq
0.0842194458003407,0.581370931499848,ologit,1000,chisq
0.0408749461193823,0.324977224325893,oprobit,1000,chisq
0.0557461627421868,0.275270712464824,KS,1000,chisq
0.03,0.27,KDE,1000,chisq
-0.0307239976130379,0.289221314601779,OLS,1000,chisq
-0.0457528154232414,0.603122222442128,ologit,1000,chisq
-0.0352449956407661,0.340935372729115,oprobit,1000,chisq
-0.0578818333592847,0.284628009098553,KS,1000,chisq
-0.03,0.29,KDE,1000,chisq
0.0177174989629569,0.241822982552285,OLS,1000,chisq
-0.00553763263895991,0.545002824395877,ologit,1000,chisq
-0.00114751775466313,0.299537648554459,oprobit,1000,chisq
0.0421137926471388,0.237496538671596,KS,1000,chisq
0.02,0.24,KDE,1000,chisq
-0.0321865206262839,0.310423905524079,OLS,1000,chisq
-0.12340418661993,0.648922165869529,ologit,1000,chisq
-0.0641187036665951,0.361811573215912,oprobit,1000,chisq
0.0196831822488535,0.311971260800427,KS,1000,chisq
-0.03,0.31,KDE,1000,chisq
-0.0414407981504612,0.173509715362598,OLS,1000,chisq
-0.0925821866774481,0.428919782375613,ologit,1000,chisq
-0.0537551517465812,0.233525577369571,oprobit,1000,chisq
0.00704670515249857,0.182704203774658,KS,1000,chisq
-0.04,0.170000000000056,KDE,1000,chisq
-0.0278466324917635,0.252434424671484,OLS,1000,chisq
-0.086515583936882,0.62099812929169,ologit,1000,chisq
-0.0354013146973232,0.343068026576479,oprobit,1000,chisq
-0.0413702885274722,0.248516238611422,KS,1000,chisq
-0.03,0.25,KDE,1000,chisq
-0.03885746345967,0.251590606335435,OLS,1000,chisq
-0.0605886772104532,0.572970312170956,ologit,1000,chisq
-0.0403047547982013,0.318860888822745,oprobit,1000,chisq
-0.0419506592491344,0.249699937438845,KS,1000,chisq
-0.04,0.25,KDE,1000,chisq
-0.0231244979413809,0.245389430549607,OLS,1000,chisq
-0.0629824827416716,0.590713043141741,ologit,1000,chisq
-0.033806339072474,0.324993993383682,oprobit,1000,chisq
0.0153412238056238,0.252722672325073,KS,1000,chisq
-0.0199999999999445,0.25,KDE,1000,chisq
